,product_id,category,color,size,season,supplier,cost_price,list_price
43217,P043218,Shoes,Yellow,S,Winter,suppliera,37.4,95.9
43218,P043219,Shoes,Black,XS,Winter,suppliera,35.9,53.2
43219,P043220,Bottoms,Yellow,XS,Summer,supplierb,78.0,16.6
43220,P043221,Accessories,Yellow,M,Summer,supplierb,44.5,189.4
43221,P043222,Accessories,Red,S,Fall,supplierd,35.2,117.2
43222,P043223,Accessories,Yellow,M,Winter,supplierd,66.1,109.9
43223,P043224,Bottoms,Green,XL,Spring,suppliera,11.0,141.8
43224,P043225,Bottoms,Black,S,Summer,supplierc,49.8,148.6
43225,P043226,Bottoms,Green,S,Summer,supplierc,65.1,178.3
43226,P043227,Dresses,,S,Summer,supplierc,56.7,172.2
43227,P043228,Bottoms,White,M,Winter,supplierd,69.3,63.4
43228,P043229,Tops,Red,S,Spring,suppliera,14.9,120.4
43229,P043230,Dresses,Blue,L,Spring,supplierb,58.9,140.7
43230,P043231,Tops,Blue,M,Fall,suppliera,13.2,189.5
43231,P043232,Accessories,Red,XS,Winter,supplierc,55.1,77.8
43232,P043233,Shoes,Yellow,XS,Spring,suppliera,60.7,141.0
43233,P043234,Accessories,Yellow,L,Winter,suppliera,76.4,195.7
43234,P043235,Bottoms,Blue,XS,Fall,supplierc,23.8,183.2
43235,P043236,Shoes,Green,S,Winter,supplierc,14.6,103.1
43236,P043237,Accessories,Blue,XL,Spring,supplierb,60.3,30.3
43237,P043238,Dresses,Red,XS,Winter,supplierc,76.4,160.5
43238,P043239,Bottoms,Yellow,M,Summer,supplierd,25.2,97.0
43239,P043240,Accessories,White,XS,Summer,suppliera,9.3,161.3
43240,P043241,Shoes,Yellow,L,Summer,supplierc,63.9,151.1
43241,P043242,Tops,Red,S,Fall,suppliera,10.9,59.2
43242,P043243,Accessories,Red,XS,Fall,supplierd,5.0,136.8
43243,P043244,Dresses,Black,S,Summer,supplierd,67.5,169.1
43244,P043245,Shoes,Blue,L,Winter,supplierc,37.2,66.6
43245,P043246,Accessories,Blue,XS,Summer,supplierd,67.4,162.3
43246,P043247,Tops,Black,L,Spring,supplierb,28.9,199.7
43247,P043248,Bottoms,Green,S,Summer,supplierb,8.7,24.0
43248,P043249,Bottoms,Green,XL,Summer,suppliera,43.4,76.6
43249,P043250,Bottoms,Yellow,XL,Spring,supplierb,8.4,105.5
43250,P043251,Shoes,Black,M,Fall,suppliera,37.9,119.4
43251,P043252,Tops,Blue,S,Winter,supplierd,55.3,147.3
43252,P043253,Tops,Green,XS,Spring,supplierb,62.6,10.8
43253,P043254,Accessories,Green,L,Winter,supplierb,18.3,188.9
43254,P043255,Bottoms,White,L,Winter,supplierc,26.9,112.0
43255,P043256,Shoes,Green,S,Fall,supplierc,11.5,98.2
43256,P043257,Bottoms,Blue,XL,Summer,supplierb,20.6,149.3
43257,P043258,Bottoms,White,L,Winter,suppliera,21.2,41.9
43258,P043259,Accessories,White,M,Winter,supplierd,34.7,198.6
43259,P043260,Accessories,Yellow,S,Summer,supplierb,64.8,75.0
43260,P043261,Accessories,Blue,XS,Fall,suppliera,62.4,73.7
43261,P043262,Dresses,Black,L,Fall,suppliera,50.5,135.1
43262,P043263,Dresses,Red,XS,Spring,supplierc,47.4,136.7
43263,P043264,Shoes,Green,XL,Summer,supplierd,52.9,187.0
43264,P043265,Shoes,Yellow,XL,Spring,supplierc,44.0,120.0
43265,P043266,Accessories,Black,XS,Fall,suppliera,64.2,189.9
43266,P043267,Tops,Red,L,Spring,suppliera,29.6,61.3
43267,P043268,Shoes,Blue,XL,Fall,supplierb,79.6,183.1
43268,P043269,Dresses,Green,L,Winter,supplierc,13.9,154.2
43269,P043270,Dresses,Black,L,Spring,supplierb,39.8,37.0
43270,P043271,Bottoms,Red,XL,Winter,suppliera,64.1,10.1
43271,P043272,Accessories,Yellow,L,Winter,suppliera,18.7,60.1
43272,P043273,Tops,Blue,M,Summer,suppliera,71.6,63.2
43273,P043274,Accessories,Yellow,XL,Spring,supplierb,63.9,105.3
43274,P043275,Dresses,White,XS,Summer,supplierc,16.0,193.6
43275,P043276,Tops,White,M,Fall,supplierb,10.0,71.6
43276,P043277,Shoes,White,XS,Fall,suppliera,9.3,101.5
43277,P043278,Bottoms,Blue,XL,Spring,suppliera,12.1,171.2
43278,P043279,Dresses,Red,S,Winter,supplierd,24.3,126.8
43279,P043280,Bottoms,Blue,L,Winter,supplierd,30.1,27.6
43280,P043281,Accessories,White,M,Spring,supplierc,50.1,193.4
43281,P043282,Tops,Blue,L,Spring,suppliera,54.0,139.1
43282,P043283,Accessories,Green,M,Spring,supplierb,47.4,50.1
43283,P043284,Bottoms,Red,S,Winter,supplierb,71.7,58.4
43284,P043285,Dresses,Yellow,S,Summer,supplierc,38.4,56.1
43285,P043286,Bottoms,Green,XL,Spring,supplierd,9.7,100.2
43286,P043287,Dresses,Yellow,XS,Spring,supplierb,27.4,100.0
43287,P043288,Bottoms,White,M,Fall,supplierd,16.9,102.7
43288,P043289,Accessories,,XS,Summer,supplierd,15.6,58.0
43289,P043290,Bottoms,Green,S,Spring,supplierc,68.4,168.4
43290,P043291,Shoes,Blue,L,Winter,supplierd,60.0,114.2
43291,P043292,Accessories,Black,L,Summer,supplierd,21.6,179.4
43292,P043293,Bottoms,Yellow,XL,Winter,supplierb,79.3,198.9
43293,P043294,Bottoms,Blue,L,Fall,supplierb,22.5,73.2
43294,P043295,Tops,White,L,Spring,supplierb,16.3,104.8
43295,P043296,Accessories,Black,S,Spring,supplierb,32.6,26.9
43296,P043297,Tops,Yellow,M,Fall,supplierd,17.9,77.5
43297,P043298,Accessories,Red,XL,Summer,supplierc,25.6,52.1
43298,P043299,Dresses,Yellow,XS,Winter,supplierb,31.9,124.6
43299,P043300,Accessories,Black,XS,Fall,supplierd,14.6,33.7
43300,P043301,Accessories,Yellow,S,Summer,supplierb,41.3,55.7
43301,P043302,Bottoms,Yellow,XS,Spring,suppliera,7.6,75.2
43302,P043303,Shoes,Red,L,Fall,suppliera,63.7,12.5
43303,P043304,Accessories,Green,L,Winter,supplierc,30.4,29.3
43304,P043305,Tops,Yellow,L,Fall,suppliera,22.5,36.4
43305,P043306,Shoes,Green,L,Spring,supplierd,17.4,62.7
43306,P043307,Accessories,Yellow,S,Summer,supplierc,32.9,16.4
43307,P043308,Shoes,Yellow,L,Winter,supplierd,31.0,93.0
43308,P043309,Dresses,Green,L,Winter,supplierb,48.6,50.1
43309,P043310,Shoes,Green,XL,Fall,supplierc,71.1,118.3
43310,P043311,Dresses,Yellow,S,Summer,supplierb,38.4,104.4
43311,P043312,Shoes,Green,XS,Summer,supplierc,62.1,141.0
43312,P043313,Shoes,Black,M,Summer,supplierd,60.8,91.0
43313,P043314,Tops,Red,XL,Fall,supplierd,78.9,60.0
43314,P043315,Tops,Green,L,Summer,supplierd,45.1,18.8
43315,P043316,Bottoms,Green,M,Winter,supplierd,79.0,177.5
43316,P043317,missing,Red,XS,Winter,supplierc,38.3,28.6
43317,P043318,Dresses,Black,XS,Spring,suppliera,18.2,95.4
43318,P043319,Shoes,Yellow,XS,Winter,suppliera,26.3,93.5
43319,P043320,Accessories,Green,XS,Fall,suppliera,30.6,177.9
43320,P043321,Dresses,Yellow,S,Summer,supplierc,47.4,98.0
43321,P043322,Accessories,Yellow,S,Winter,supplierc,60.7,66.0
43322,P043323,Bottoms,Black,M,Winter,supplierb,8.5,17.2
43323,P043324,Accessories,Green,XL,Spring,supplierc,77.4,79.0
43324,P043325,Bottoms,Black,XL,Fall,suppliera,22.7,106.1
43325,P043326,Bottoms,Yellow,XS,Fall,supplierd,14.6,34.0
43326,P043327,Bottoms,White,M,Winter,supplierb,54.8,115.8
43327,P043328,Accessories,Green,S,Fall,supplierd,6.8,26.8
43328,P043329,Bottoms,Green,L,Summer,supplierc,42.0,151.9
43329,P043330,Bottoms,Yellow,M,Fall,supplierb,56.1,34.7
43330,P043331,Tops,Yellow,XL,Spring,supplierc,11.7,18.7
43331,P043332,Shoes,Yellow,XS,Spring,supplierc,64.7,190.1
43332,P043333,Bottoms,Blue,XL,Summer,supplierd,54.2,140.7
43333,P043334,Dresses,Blue,XL,Fall,supplierc,39.9,90.3
43334,P043335,Dresses,Yellow,S,Spring,supplierb,72.5,14.4
43335,P043336,Tops,Yellow,M,Fall,supplierb,30.7,147.9
43336,P043337,Accessories,Yellow,XL,Spring,supplierb,8.4,35.7
43337,P043338,Accessories,Black,XL,Fall,supplierd,62.9,86.3
43338,P043339,Accessories,Blue,L,Fall,suppliera,79.5,196.5
43339,P043340,Bottoms,Black,S,Summer,supplierc,66.2,138.3
43340,P043341,Accessories,Green,XS,Summer,suppliera,19.4,14.0
43341,P043342,Accessories,Green,M,Fall,supplierd,56.7,73.7
43342,P043343,Shoes,Yellow,L,Summer,supplierc,5.5,138.9
43343,P043344,Bottoms,White,M,Winter,suppliera,10.0,105.6
43344,P043345,Bottoms,White,M,Summer,supplierb,24.8,80.4
43345,P043346,Dresses,Blue,XS,Fall,suppliera,49.0,11.7
43346,P043347,Dresses,Yellow,M,Summer,supplierd,38.2,63.5
43347,P043348,Shoes,Yellow,XL,Fall,suppliera,60.1,116.0
43348,P043349,Tops,Green,S,Winter,supplierd,36.1,91.2
43349,P043350,Bottoms,Black,XL,Spring,supplierc,78.7,125.0
43350,P043351,Dresses,Blue,L,Fall,supplierd,9.1,73.0
43351,P043352,Accessories,White,L,Fall,supplierb,67.3,186.6
43352,P043353,Bottoms,Red,XS,Winter,supplierc,66.0,80.3
43353,P043354,Bottoms,Black,M,Fall,supplierc,52.4,65.1
43354,P043355,Bottoms,Yellow,L,Fall,supplierc,23.2,73.7
43355,P043356,Dresses,Red,XL,Fall,supplierb,70.2,11.6
43356,P043357,Shoes,Blue,XS,Summer,suppliera,10.8,63.7
43357,P043358,Dresses,Blue,S,Spring,suppliera,75.7,151.2
43358,P043359,Accessories,Red,S,Summer,supplierd,54.8,182.3
43359,P043360,Accessories,Blue,S,Winter,supplierb,66.7,102.2
43360,P043361,Tops,Blue,S,Fall,supplierd,54.1,95.8
43361,P043362,Dresses,Green,XS,Fall,supplierb,49.4,185.1
43362,P043363,Dresses,Yellow,M,Fall,supplierc,44.5,84.4
43363,P043364,Tops,Black,XS,Fall,suppliera,51.6,180.4
43364,P043365,Tops,White,XL,Winter,suppliera,66.7,15.9
43365,P043366,Bottoms,Yellow,XL,Summer,supplierc,35.4,20.5
43366,P043367,Bottoms,Green,M,Summer,suppliera,76.0,92.0
43367,P043368,Accessories,Blue,S,Summer,suppliera,13.9,55.2
43368,P043369,Shoes,White,L,Summer,supplierd,55.3,74.1
43369,P043370,Accessories,Blue,XL,Summer,supplierb,13.3,108.2
43370,P043371,Dresses,Yellow,XS,Winter,supplierd,35.8,157.0
43371,P043372,Shoes,Black,M,Summer,suppliera,10.2,22.6
43372,P043373,Bottoms,Blue,XL,Winter,supplierb,47.5,175.2
43373,P043374,Tops,Red,L,Spring,supplierb,74.2,46.6
43374,P043375,Tops,Red,M,Winter,supplierb,74.3,96.9
43375,P043376,Accessories,Red,XS,Winter,supplierd,61.0,126.2
43376,P043377,Dresses,Red,M,Winter,supplierd,22.0,118.9
43377,P043378,Dresses,White,L,Summer,suppliera,31.4,146.5
43378,P043379,Tops,Yellow,L,Fall,suppliera,78.6,39.8
43379,P043380,Accessories,Red,M,Winter,supplierd,32.1,84.9
43380,P043381,Accessories,Blue,XS,Fall,supplierb,50.7,196.7
43381,P043382,Bottoms,Green,S,Fall,supplierd,12.4,48.0
43382,P043383,Bottoms,Blue,XL,Winter,suppliera,78.0,179.5
43383,P043384,Bottoms,Blue,L,Summer,supplierd,54.8,72.4
43384,P043385,Shoes,Blue,XL,Winter,supplierc,33.9,103.2
43385,P043386,Accessories,Blue,XS,Summer,supplierd,32.2,74.8
43386,P043387,Accessories,Green,L,Spring,supplierd,34.6,49.0
43387,P043388,Bottoms,Red,L,Fall,supplierc,45.2,41.9
43388,P043389,Tops,Black,M,Winter,supplierb,18.7,128.8
43389,P043390,Bottoms,White,M,Fall,supplierc,33.7,174.0
43390,P043391,Shoes,Green,M,Winter,suppliera,66.1,164.1
43391,P043392,Tops,Green,XL,Spring,supplierb,54.6,84.2
43392,P043393,Accessories,Green,XL,Fall,suppliera,19.4,152.9
43393,P043394,Shoes,White,XL,Winter,supplierc,75.7,168.0
43394,P043395,Shoes,Blue,M,Winter,supplierd,24.6,119.3
43395,P043396,Tops,Yellow,S,Fall,supplierd,58.4,157.6
43396,P043397,Bottoms,White,M,Winter,supplierb,79.7,15.1
43397,P043398,Bottoms,Green,S,Spring,suppliera,15.4,179.9
43398,P043399,Dresses,Blue,S,Spring,suppliera,64.1,159.7
43399,P043400,Tops,Green,L,Fall,supplierd,9.4,73.4
43400,P043401,Bottoms,Black,XL,Spring,supplierd,35.6,131.2
43401,P043402,Shoes,Red,L,Spring,suppliera,78.6,84.0
43402,P043403,Bottoms,Red,XS,Summer,supplierc,52.2,20.3
43403,P043404,Bottoms,Green,S,Winter,supplierd,24.1,51.8
43404,P043405,Shoes,Blue,M,Summer,supplierd,20.8,65.4
43405,P043406,Tops,Black,XL,Winter,supplierc,40.8,70.6
43406,P043407,Dresses,Black,S,Winter,supplierd,64.1,35.1
43407,P043408,Bottoms,Yellow,M,Winter,supplierc,14.8,167.6
43408,P043409,Bottoms,Blue,S,Spring,supplierd,12.7,105.0
43409,P043410,Bottoms,Blue,M,Summer,supplierb,14.9,35.2
43410,P043411,Tops,Black,S,Fall,suppliera,32.3,21.4
43411,P043412,Shoes,Red,XS,Fall,supplierd,73.3,98.4
43412,P043413,Shoes,Red,M,Winter,supplierd,70.2,171.8
43413,P043414,Shoes,Black,M,Fall,suppliera,74.8,172.2
43414,P043415,Shoes,White,M,Winter,suppliera,42.3,74.3
43415,P043416,Shoes,Black,XS,Summer,suppliera,31.0,126.4
43416,P043417,Shoes,Green,XL,Fall,supplierc,29.4,16.6
43417,P043418,Bottoms,Yellow,M,Summer,suppliera,47.6,52.5
43418,P043419,Bottoms,White,M,Spring,supplierc,41.2,94.5
43419,P043420,Shoes,Blue,L,Spring,supplierc,27.8,70.2
43420,P043421,Shoes,Black,XS,Winter,supplierc,66.4,186.6
43421,P043422,Tops,Black,L,Winter,supplierd,13.3,81.8
43422,P043423,Tops,White,S,Spring,supplierc,41.9,89.1
43423,P043424,Accessories,Black,XS,Summer,supplierb,66.4,50.7
43424,P043425,Bottoms,Green,XL,Summer,supplierd,40.7,127.8
43425,P043426,Shoes,Red,XL,Winter,supplierb,71.1,53.8
43426,P043427,Bottoms,Black,XS,Fall,supplierb,13.2,73.8
43427,P043428,Accessories,Red,M,Summer,supplierd,40.4,81.0
43428,P043429,Tops,Blue,XS,Winter,supplierc,12.3,148.9
43429,P043430,Accessories,Blue,S,Spring,supplierb,21.4,145.5
43430,P043431,Dresses,Black,S,Fall,supplierb,14.5,100.8
43431,P043432,Tops,Blue,XS,Spring,supplierd,28.0,57.2
43432,P043433,Bottoms,Black,M,Winter,supplierb,61.6,140.3
43433,P043434,Tops,Red,XL,Spring,supplierd,32.8,178.2
43434,P043435,Accessories,White,XL,Spring,suppliera,60.5,55.6
43435,P043436,Shoes,Black,L,Fall,supplierb,18.8,159.3
43436,P043437,Accessories,Yellow,XS,Winter,supplierd,49.2,126.3
43437,P043438,Accessories,White,M,Summer,supplierb,76.9,150.8
43438,P043439,Shoes,Red,S,Fall,supplierc,67.4,116.3
43439,P043440,Bottoms,Red,XS,Fall,supplierd,29.8,149.7
43440,P043441,Bottoms,White,L,Spring,supplierb,6.8,161.2
43441,P043442,Tops,Yellow,M,Spring,supplierc,16.0,154.3
43442,P043443,Accessories,Black,XL,Fall,supplierc,32.2,196.4
43443,P043444,Tops,White,M,Spring,supplierb,59.5,80.8
43444,P043445,Shoes,Black,M,Winter,supplierc,19.8,162.1
43445,P043446,Dresses,Yellow,XL,Summer,supplierc,74.4,146.3
43446,P043447,Bottoms,Black,M,Summer,supplierc,7.0,166.2
43447,P043448,Shoes,White,XL,Winter,supplierc,39.2,52.8
43448,P043449,Bottoms,Red,S,Summer,supplierb,28.4,44.3
43449,P043450,Tops,Green,M,Summer,suppliera,69.3,52.4
43450,P043451,Dresses,Blue,S,Fall,supplierc,26.2,199.8
43451,P043452,Accessories,Green,XS,Spring,supplierd,74.1,187.6
43452,P043453,Bottoms,Red,XS,Summer,supplierb,68.6,188.5
43453,P043454,Accessories,Blue,XL,Spring,suppliera,27.2,147.5
43454,P043455,Tops,Yellow,XL,Winter,supplierb,78.0,72.8
43455,P043456,Bottoms,Yellow,L,Spring,supplierd,63.3,137.8
43456,P043457,Tops,White,M,Fall,supplierc,9.1,65.9
43457,P043458,Accessories,Green,XS,Fall,suppliera,34.7,23.4
43458,P043459,Tops,Black,M,Summer,supplierc,39.6,64.0
43459,P043460,Tops,Red,S,Summer,supplierd,60.5,120.0
43460,P043461,Tops,Red,L,Winter,suppliera,64.0,178.9
43461,P043462,Shoes,Yellow,L,Winter,supplierc,74.6,113.2
43462,P043463,missing,Red,S,Spring,supplierc,79.9,73.6
43463,P043464,Bottoms,Yellow,XS,Fall,supplierb,14.9,44.5
43464,P043465,Tops,Green,L,Fall,supplierd,71.7,121.5
43465,P043466,Tops,Black,S,Spring,suppliera,72.7,132.2
43466,P043467,Tops,Green,XL,Fall,supplierd,50.6,65.8
43467,P043468,Shoes,Black,S,Spring,supplierb,63.2,93.3
43468,P043469,Accessories,Blue,XS,Spring,suppliera,54.8,14.7
43469,P043470,Tops,White,M,Winter,supplierc,77.2,65.1
43470,P043471,Dresses,Yellow,S,Fall,supplierc,11.4,43.3
43471,P043472,Bottoms,Red,S,Fall,supplierd,33.0,173.1
43472,P043473,Shoes,Black,L,Winter,supplierc,70.9,18.7
43473,P043474,Accessories,Green,M,Summer,supplierd,12.3,155.0
43474,P043475,Dresses,Yellow,XL,Winter,suppliera,10.0,90.5
43475,P043476,Tops,Yellow,M,Spring,supplierd,12.6,20.1
43476,P043477,Shoes,Yellow,M,Winter,supplierb,7.4,59.2
43477,P043478,Tops,Green,M,Fall,supplierd,18.8,62.5
43478,P043479,Bottoms,Red,S,Summer,supplierc,20.1,122.8
43479,P043480,Shoes,Red,S,Spring,supplierb,24.0,143.9
43480,P043481,Dresses,Red,S,Summer,suppliera,75.1,116.3
43481,P043482,Accessories,Blue,M,Winter,suppliera,14.9,63.6
43482,P043483,Accessories,White,S,Winter,supplierc,53.5,140.3
43483,P043484,Bottoms,Yellow,S,Summer,supplierb,60.6,159.3
43484,P043485,Accessories,Black,M,Spring,supplierd,72.0,111.4
43485,P043486,Accessories,Red,XL,Summer,supplierb,8.4,153.3
43486,P043487,Bottoms,Black,S,Summer,suppliera,25.7,133.8
43487,P043488,Dresses,Green,L,Spring,supplierb,5.5,81.3
43488,P043489,Shoes,White,L,Winter,supplierc,72.8,57.0
43489,P043490,Shoes,,L,Spring,supplierd,6.0,61.7
43490,P043491,Bottoms,Black,M,Fall,suppliera,31.2,65.3
43491,P043492,Tops,Green,XL,Summer,supplierd,41.8,124.1
43492,P043493,Bottoms,Green,XL,Winter,supplierb,70.3,141.2
43493,P043494,Bottoms,Blue,S,Spring,supplierd,71.6,160.2
43494,P043495,Bottoms,Yellow,XL,Winter,supplierb,20.7,156.3
43495,P043496,Bottoms,Red,M,Spring,suppliera,79.3,12.3
43496,P043497,Accessories,Green,S,Spring,supplierb,26.0,169.9
43497,P043498,Accessories,Red,M,Winter,supplierc,72.7,64.3
43498,P043499,Dresses,Red,L,Winter,supplierc,66.8,134.9
43499,P043500,Bottoms,Black,M,Summer,suppliera,47.6,170.1
43500,P043501,Shoes,Yellow,L,Winter,supplierb,69.9,35.2
43501,P043502,Tops,Red,XS,Fall,supplierc,58.7,19.0
43502,P043503,Accessories,Black,M,Winter,suppliera,14.1,168.5
43503,P043504,Shoes,White,L,Winter,suppliera,32.6,121.2
43504,P043505,Accessories,Green,XL,Spring,suppliera,12.6,93.0
43505,P043506,Dresses,Black,S,Fall,supplierc,67.5,54.8
43506,P043507,Tops,Blue,XS,Fall,supplierd,47.7,61.6
43507,P043508,Accessories,Black,L,Fall,supplierc,5.0,157.6
43508,P043509,Tops,Red,S,Fall,supplierb,74.3,36.5
43509,P043510,Tops,Blue,XS,Fall,suppliera,51.6,179.8
43510,P043511,Shoes,Yellow,L,Spring,supplierd,28.0,92.1
43511,P043512,Accessories,Red,M,Summer,suppliera,52.9,43.6
43512,P043513,Tops,Blue,XL,Winter,supplierb,38.1,117.9
43513,P043514,Bottoms,Black,XL,Winter,supplierd,11.8,39.7
43514,P043515,Tops,Red,M,Winter,supplierc,53.9,88.2
43515,P043516,Tops,Black,XL,Summer,supplierc,8.8,128.7
43516,P043517,Accessories,Green,XS,Spring,supplierc,66.0,29.6
43517,P043518,Bottoms,Yellow,L,Fall,supplierb,9.6,130.1
43518,P043519,Tops,Blue,XL,Spring,supplierd,50.6,85.0
43519,P043520,Accessories,White,XS,Summer,supplierd,31.6,181.9
43520,P043521,Accessories,Yellow,L,Winter,supplierc,30.8,177.7
43521,P043522,Tops,White,XL,Winter,supplierc,26.9,184.2
43522,P043523,Dresses,Black,XS,Fall,supplierc,15.5,59.2
43523,P043524,Dresses,Blue,S,Summer,supplierd,40.9,131.8
43524,P043525,Shoes,Blue,S,Spring,supplierd,44.3,26.4
43525,P043526,Dresses,Black,M,Summer,supplierb,71.9,116.4
43526,P043527,Dresses,White,L,Spring,suppliera,66.2,144.3
43527,P043528,Accessories,Yellow,L,Summer,suppliera,8.5,87.7
43528,P043529,Accessories,Green,M,Spring,supplierc,23.4,54.7
43529,P043530,Tops,Yellow,XS,Winter,suppliera,76.4,45.0
43530,P043531,Tops,White,XL,Summer,supplierc,21.0,55.3
43531,P043532,Accessories,Red,M,Spring,supplierc,45.5,48.4
43532,P043533,Tops,White,XS,Winter,suppliera,12.5,199.9
43533,P043534,Accessories,Red,L,Winter,supplierb,8.4,85.6
43534,P043535,Dresses,Red,L,Spring,supplierc,67.7,17.4
43535,P043536,Tops,Green,XL,Winter,supplierd,11.3,73.1
43536,P043537,Dresses,Green,L,Summer,supplierc,11.1,96.2
43537,P043538,Shoes,Yellow,M,Winter,supplierd,59.3,48.9
43538,P043539,Tops,White,XS,Summer,suppliera,40.0,102.6
43539,P043540,Accessories,Yellow,S,Winter,supplierc,17.6,41.2
43540,P043541,missing,Black,M,Winter,supplierb,37.4,43.0
43541,P043542,Shoes,White,L,Fall,supplierb,49.4,52.0
43542,P043543,Accessories,Green,S,Spring,supplierd,47.9,48.6
43543,P043544,Dresses,Yellow,M,Winter,supplierb,49.6,24.9
43544,P043545,Accessories,Red,XS,Summer,supplierb,53.5,199.8
43545,P043546,Shoes,Red,L,Spring,supplierd,26.6,55.3
43546,P043547,Bottoms,Black,XL,Summer,supplierc,5.7,151.6
43547,P043548,Bottoms,White,XS,Spring,supplierd,6.3,25.7
43548,P043549,Dresses,Black,S,Fall,supplierc,66.6,101.6
43549,P043550,Bottoms,Black,XL,Fall,supplierc,52.5,38.3
43550,P043551,Accessories,White,XL,Summer,supplierd,21.2,31.4
43551,P043552,Shoes,Blue,XS,Winter,suppliera,47.4,75.6
43552,P043553,Dresses,White,M,Spring,supplierb,14.5,149.7
43553,P043554,Bottoms,Black,XL,Spring,supplierb,18.2,37.3
43554,P043555,Accessories,Yellow,M,Fall,suppliera,60.2,57.8
43555,P043556,Accessories,Blue,XL,Spring,supplierd,71.9,88.0
43556,P043557,Tops,Yellow,XL,Spring,supplierb,61.0,163.7
43557,P043558,Tops,Black,M,Winter,supplierd,19.8,97.5
43558,P043559,Shoes,Black,XS,Summer,supplierb,41.1,195.0
43559,P043560,Dresses,Black,S,Winter,supplierd,36.1,103.8
43560,P043561,Bottoms,Yellow,L,Fall,suppliera,73.0,135.8
43561,P043562,Bottoms,Red,L,Winter,supplierc,23.4,139.7
43562,P043563,Accessories,White,M,Spring,supplierc,18.0,51.0
43563,P043564,Bottoms,Green,XL,Fall,suppliera,76.6,13.1
43564,P043565,Shoes,Red,M,Fall,supplierd,9.5,133.5
43565,P043566,Tops,White,XS,Spring,supplierb,6.2,61.0
43566,P043567,Accessories,Red,L,Spring,supplierc,22.2,27.0
43567,P043568,Dresses,White,S,Spring,supplierb,56.3,15.4
43568,P043569,Accessories,Blue,XL,Summer,suppliera,24.2,193.2
43569,P043570,Bottoms,Yellow,S,Fall,supplierc,66.8,156.1
43570,P043571,Shoes,Green,M,Fall,supplierc,21.6,150.4
43571,P043572,Dresses,Blue,M,Spring,supplierb,56.6,34.3
43572,P043573,Accessories,Blue,M,Winter,suppliera,57.4,156.6
43573,P043574,Bottoms,White,M,Spring,supplierb,56.4,13.4
43574,P043575,Accessories,Black,L,Winter,supplierd,18.2,21.8
43575,P043576,Dresses,Yellow,S,Summer,supplierb,75.0,21.2
43576,P043577,Bottoms,Black,M,Spring,supplierd,64.2,56.8
43577,P043578,Tops,Black,S,Fall,suppliera,60.6,15.5
43578,P043579,Dresses,Black,M,Fall,supplierc,8.9,166.6
43579,P043580,Tops,,L,Summer,suppliera,69.3,120.2
43580,P043581,Tops,Green,XS,Fall,supplierd,24.5,57.0
43581,P043582,Bottoms,Blue,S,Fall,supplierc,27.4,74.1
43582,P043583,Accessories,Red,L,Spring,supplierb,67.0,185.1
43583,P043584,Accessories,Green,S,Spring,supplierc,17.2,150.9
43584,P043585,Shoes,Yellow,M,Winter,supplierd,58.3,40.2
43585,P043586,Dresses,White,XL,Summer,supplierc,27.8,114.1
43586,P043587,Dresses,Green,XL,Spring,suppliera,69.9,11.3
43587,P043588,Bottoms,Green,XS,Winter,supplierd,22.0,112.7
43588,P043589,Bottoms,Yellow,XS,Fall,suppliera,45.7,28.4
43589,P043590,Shoes,White,L,Spring,suppliera,53.5,44.6
43590,P043591,Shoes,Red,XL,Winter,supplierc,39.7,191.2
43591,P043592,Tops,Blue,XL,Fall,supplierb,79.2,92.6
43592,P043593,Shoes,Green,XL,Fall,suppliera,38.9,54.1
43593,P043594,Accessories,White,S,Fall,supplierd,69.5,16.0
43594,P043595,Tops,White,XL,Summer,supplierc,35.9,127.1
43595,P043596,Shoes,Red,M,Fall,suppliera,32.0,39.1
43596,P043597,Accessories,Green,XL,Spring,supplierc,13.2,47.8
43597,P043598,Accessories,White,S,Fall,suppliera,18.8,71.3
43598,P043599,Tops,Yellow,M,Winter,supplierb,63.6,196.6
43599,P043600,Tops,Yellow,XL,Spring,supplierd,20.3,115.9
43600,P043601,Accessories,Red,L,Spring,supplierd,31.4,126.2
43601,P043602,Bottoms,Red,M,Winter,supplierc,11.7,178.2
43602,P043603,Tops,White,S,Winter,suppliera,65.4,127.7
43603,P043604,Dresses,White,S,Winter,supplierd,57.0,54.4
43604,P043605,Bottoms,Green,XS,Winter,suppliera,10.2,142.7
43605,P043606,Dresses,Green,XS,Winter,suppliera,37.3,155.9
43606,P043607,Shoes,Blue,XL,Winter,supplierb,53.6,86.0
43607,P043608,Tops,White,XL,Fall,supplierd,43.1,60.9
43608,P043609,Tops,Black,S,Summer,supplierd,66.3,21.4
43609,P043610,Accessories,Yellow,XL,Fall,supplierc,73.2,44.8
43610,P043611,Tops,Black,XL,Summer,supplierb,13.9,138.2
43611,P043612,Dresses,Yellow,L,Summer,suppliera,75.0,33.5
43612,P043613,Bottoms,Blue,XS,Summer,supplierc,62.0,128.4
43613,P043614,Shoes,White,XS,Summer,supplierc,25.6,164.5
43614,P043615,missing,Red,M,Spring,suppliera,78.1,63.1
43615,P043616,Dresses,Yellow,M,Fall,supplierd,46.5,183.8
43616,P043617,Shoes,Black,XS,Winter,supplierc,68.7,93.4
43617,P043618,Accessories,Green,XL,Summer,supplierb,24.6,191.0
