,Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
56730,S07267,Math,Drop officer risk.,12/02/2024, ✔ ,C-,No
56731,S00003,Geography,Drive staff.,2024-12-16,❌,B, 
56732,S06305,Science,Growth ask.,11/01/2024, ✔ ,A+,No
56733,S08841,Arabic,Suffer beyond into.,2024-12-04,pending,B,Yes
56734,S04065,Science,Adult enough.,2024-10-17,pending,F, 
56735,S03629,Math,Suggest investment yeah apply.,02/17/2025,❌,B,Yes
56736,S02039,English,Do will.,09/29/2024,✔,D,No
56737,S01360,History,Will rule prevent.,12/28/2024,✔,A, 
56738,S00081,Arabic,Pattern author onto.,2025-02-18,❌,F,Yes
56739,S08996,Geography,Camera truth.,2024-09-14,pending,D,No
56740,S10083,Science,Throughout doctor.,02/25/2025,❌,A, 
56741,S02032,Arabic,Language far instead.,2024-12-07,pending,F,Yes
56742,S06293,Arabic,Among professional respond.,03/08/2025,✔,A+,Yes
56743,S11710,English,Behind civil activity.,2025-02-09, ✔ ,B-, 
56744,S06045,History,Seat public.,09/13/2024,pending,B-,Yes
56745,S11047,Science,Detail us.,2024-09-08,pending,A+,No
56746,S06871,Science,Low say in.,2024-10-02,✔,A, 
56747,S01919,History,Attention Mr same good.,10/11/2024,❌,C-,Yes
56748,S10639,Geography,Leader ever training never.,2025-03-04,✔,F,Yes
56749,S11180,Geography,Seven apply then good.,2024-09-20,❌,A,Yes
56750,S09337,Math,Take suddenly.,2024-11-30, ✔ ,B-, 
56751,S10293,History,Idea.,2025-02-18, ✔ ,D,No
56752,S08702,Science,Detail brother bag.,2024-09-16,❌,A, 
56753,S03006,Math,Magazine its house.,2025-01-14,✔,A+,No
56754,S05809,Geography,Father painting major.,2024-10-10,✔,A,Yes
56755,S00174,Science,Action be remember.,2025-02-16,❌,B,Yes
56756,S11276,English,Letter tend.,2025-02-25, ✔ ,A+,Yes
56757,S04109,Geography,Range picture opportunity.,2024-10-15,❌,F,No
56758,S06260,History,Summer those today argue.,02/14/2025,❌,C, 
56759,S08542,Geography,While stock.,03/09/2025,✔,D,Yes
56760,S11724,English,Oil structure course.,12/11/2024,❌,C, 
56761,S01931,Arabic,Family western.,2024-09-27,❌,A+,No
56762,S08005,Geography,Maintain nothing.,2024-09-08,pending,B-,Yes
56763,S01675,English,You bar.,2025-01-05,❌,F,No
56764,S07634,English,If guy wall.,2025-02-19,✔,A,No
56765,S00734,History,Forget travel room.,01/06/2025,pending,B, 
56766,S10152,Math,Establish expert among.,2025-01-19, ✔ ,C-,Yes
56767,S01002,History,Interesting.,2025-01-27,pending,F,Yes
56768,S04671,Geography,Television join forward.,2024-12-16,✔,A,No
56769,S02413,Geography,Real.,2024-11-20,✔,A,No
56770,S02946,English,Wear book especially.,2024-11-04,❌,F,Yes
56771,S05405,Geography,One make.,2024-09-14,❌,B, 
56772,S03104,Arabic,Seem mind Democrat.,2024-10-31,pending,D,No
56773,S07196,Math,Collection summer program deal.,2025-01-28,✔,A+,Yes
56774,S03933,History,Know from role.,2025-01-30,pending,F,Yes
56775,S00543,Geography,Born lead.,2024-09-09,❌,F,Yes
56776,S08356,Geography,Book quite.,2024-11-26, ✔ ,A+,Yes
56777,S03316,Geography,Subject raise.,2025-02-03,pending,D,Yes
56778,S06068,Math,Free right.,09/24/2024, ✔ ,B, 
56779,S06029,Math,Quite raise.,2024-10-20,✔,D,Yes
56780,S00986,Science,Course eye response.,2024-11-05,pending,D,No
56781,S03539,Math,Station leader.,2025-01-04,pending,C, 
56782,S02559,English,Get case.,2024-09-10,✔,A+,No
56783,S11433,Geography,Risk human.,2024-11-12,❌,F,Yes
56784,S00271,Math,Left argue not.,11/18/2024,✔,C,Yes
56785,S08452,Arabic,Realize must.,2024-11-22,✔,B, 
56786,S02652,History,Themselves cell serious.,2024-11-26,✔,B,Yes
56787,S00885,Math,Arm name.,2025-02-09,✔,B,No
56788,S03986,Arabic,Today beautiful.,2025-01-01,✔,A+,No
56789,S03493,History,Degree growth policy alone.,2025-01-24,❌,A+,No
56790,S02926,Science,Various design community.,12/17/2024,❌,F,Yes
56791,S04054,Geography,Development.,12/29/2024,✔,A+,Yes
56792,S02471,Geography,Feeling game per place.,2024-10-04, ✔ ,C-, 
56793,S04885,English,Determine once.,2024-11-11,✔,B-,Yes
56794,S04087,Arabic,Fact boy even.,2024-10-25, ✔ ,D,Yes
56795,S06168,English,Miss short general.,12/18/2024, ✔ ,D,No
56796,S05536,History,Mind pull light.,2024-11-08,pending,C,Yes
56797,S00009,Science,Miss though yet.,2025-01-04,❌,A, 
56798,S10789,Science,Table know.,10/17/2024,❌,A,No
56799,S08326,Science,Customer answer.,2024-09-10,✔,B-,No
56800,S04002,History,Minute dark former.,02/08/2025,✔,C,Yes
56801,S06307,History,Whether.,11/05/2024,❌,D,Yes
56802,S02342,History,Method range citizen force.,2024-12-02,pending,D,No
56803,S07430,Arabic,Similar.,2024-09-21,✔,C-, 
56804,S10958,Arabic,Financial number.,2025-02-14,❌,A,No
56805,S04142,English,Report spring.,12/17/2024,✔,F, 
56806,S08483,Science,Go approach herself subject.,2025-02-17,❌,B,No
56807,S05100,Arabic,Together.,2024-11-01, ✔ ,C,No
56808,S05996,History,Report traditional purpose.,02/11/2025,✔,D,No
56809,S02437,History,Break.,2024-10-17, ✔ ,B, 
56810,S00325,English,Toward here must become.,2024-11-26,pending,C-,Yes
56811,S11554,Science,Control decide.,10/05/2024,❌,D,No
56812,S01853,Math,War dog.,2025-02-25,pending,C,No
56813,S10404,History,Whose however.,2025-02-20,✔,B-,Yes
56814,S07527,Geography,Design arm.,2024-12-31, ✔ ,C-,No
56815,S03434,Arabic,Leader military whose fire.,2025-01-23,✔,A+,No
56816,S00087,Science,Appear young leg.,10/14/2024,❌,C-, 
56817,S08725,Geography,Month.,2024-11-26, ✔ ,C,No
56818,S00923,Arabic,Air like.,2024-09-21,✔,B-,Yes
56819,S01389,Arabic,Born civil so.,2024-12-29,✔,D,No
56820,S04371,Math,Music contain go.,01/04/2025,❌,A,Yes
56821,S02479,History,Friend week simple.,2024-11-16,❌,C-, 
56822,S09776,Science,Seem choice.,2024-11-21,❌,B-,Yes
56823,S06154,History,Special role boy.,2025-01-08,✔,B,No
56824,S07979,English,Effect.,2025-01-10,❌,D,No
56825,S10193,Math,Dinner never huge.,2024-12-30,✔,B-,Yes
56826,S07510,History,Some audience professional hit.,2025-02-28, ✔ ,A+,No
56827,S09147,English,Be next resource.,2024-10-08,✔,C,No
56828,S02687,History,Simply hold including.,2024-12-09,❌,B,No
56829,S05159,Science,Official score little.,2025-01-12,❌,A+,No
56830,S05732,Arabic,Share.,2024-12-12,❌,A+,Yes
56831,S04181,History,Start inside tend.,11/27/2024,❌,C-,No
56832,S01644,Math,Sense behind.,10/18/2024,✔,B-, 
56833,S11132,Science,Environment reality.,2024-09-12,✔,A, 
56834,S11943,Math,Bar physical.,2025-01-20,✔,A,Yes
56835,S04053,Arabic,Card source.,11/09/2024,✔,A, 
56836,S10109,History,Add let.,2024-11-04,✔,D, 
56837,S12098,Math,Maintain body party.,01/24/2025,❌,B,No
56838,S09792,Math,Standard candidate could.,2024-11-22,✔,F, 
56839,S11047,Science,See foreign protect.,2025-01-04,❌,D,No
56840,S03311,English,Class beautiful.,2025-01-20,❌,A+,Yes
56841,S05305,Science,Be dream section near.,2024-12-29,✔,A,No
56842,S11867,Arabic,Pass decide oil focus.,2025-02-01,pending,F,Yes
56843,S11038,Math,Speak clearly per.,2024-09-09,pending,D, 
56844,S07076,History,Sure inside range.,2025-02-06,❌,B,No
56845,S01437,Geography,Glass here or.,2025-03-03,✔,B, 
56846,S01989,Science,Fight season size.,2025-01-04,pending,B-,Yes
56847,S05914,Science,White development.,2024-12-04,pending,A+,Yes
56848,S02146,English,Foot back.,11/02/2024, ✔ ,B,Yes
56849,S10297,English,Money truth person.,2024-11-24,pending,A, 
56850,S02822,Arabic,Begin can affect.,2025-02-10,pending,B,No
56851,S09935,Arabic,Information teach since.,2025-01-20,✔,B,No
56852,S03584,Science,Score.,2025-02-08,pending,C,Yes
56853,S01721,Arabic,Million per without.,2024-12-23,❌,B,Yes
56854,S09602,Geography,Say store.,2025-01-11,✔,A+,Yes
56855,S07621,Arabic,Similar two decide.,2024-11-28,❌,B-,No
56856,S07400,Math,Near five indeed consider.,2025-02-22,❌,C,Yes
56857,S09341,Geography,Bring eye.,2024-12-08,pending,A+, 
56858,S01920,Arabic,Analysis nor defense environment.,02/02/2025,pending,B,Yes
56859,S05183,History,Admit kitchen.,11/21/2024, ✔ ,C-,No
56860,S11218,Geography,He small.,2025-02-02,❌,B, 
56861,S09871,Science,Soldier hold list.,12/22/2024,✔,A+, 
56862,S02478,Arabic,Behavior light.,2024-12-13,pending,C,No
56863,S02919,Geography,Unit design.,2025-01-18, ✔ ,C,Yes
56864,S08125,History,Remember significant want.,2024-11-01,✔,A+,No
56865,S00772,History,Focus decide explain.,2024-09-11,✔,B-, 
56866,S01237,English,Sister stay why too.,2024-09-30,pending,B-,Yes
56867,S01432,Math,Central wife.,2025-02-06, ✔ ,F,No
56868,S09700,Math,Perform new right.,09/20/2024,✔,A+,Yes
56869,S01583,History,Compare thus happen.,2025-01-31,✔,B, 
56870,S09969,Science,Make party director.,11/14/2024,❌,B-, 
56871,S07488,English,Establish ever.,2025-02-02,❌,B-,Yes
56872,S08825,History,Population group sport.,2025-03-03,✔,A,No
56873,S04184,English,Air course deep.,2024-11-23,✔,B-, 
56874,S05825,Math,At court.,2024-09-27,❌,B-, 
56875,S11470,History,Better might beyond performance.,2024-11-02, ✔ ,D, 
56876,S03101,History,Public administration Republican.,2024-12-18,✔,A, 
56877,S10350,English,Certain Mrs.,03/08/2025,pending,B-,Yes
56878,S00606,English,Affect north land.,2024-12-25, ✔ ,C, 
56879,S04195,Math,Director thing.,2024-09-30, ✔ ,B-,No
56880,S06104,Arabic,Step instead dark treatment.,2025-01-02,❌,D, 
56881,S01526,Geography,Economy shake.,03/03/2025,pending,F,No
56882,S03917,English,Big manage.,12/26/2024, ✔ ,D, 
56883,S05310,Math,Central production out player.,12/13/2024,✔,F,Yes
56884,S03123,Arabic,Their.,2024-11-23,✔,B, 
56885,S07634,History,That cover site.,2024-09-17,✔,A+,Yes
56886,S01710,Geography,Congress thank every.,2024-10-06,❌,A,No
56887,S06889,History,First look upon.,2024-12-15,❌,C-, 
56888,S01991,English,Talk try story trip.,12/11/2024,✔,D,No
56889,S04350,History,Down population through.,01/14/2025, ✔ ,C-, 
56890,S05082,Science,Record able.,2024-12-30,❌,A+, 
56891,S08006,English,Serve million.,2024-12-07,✔,D,No
56892,S07068,Math,Them computer money.,2024-10-09,✔,D, 
56893,S00338,History,Wish fight.,2025-02-05,✔,B, 
56894,S03312,Geography,Long.,2024-12-27,✔,A,No
56895,S06162,History,Compare themselves expect.,2024-10-06,❌,C, 
56896,S12085,Arabic,Room man service.,11/21/2024, ✔ ,F,Yes
56897,S06397,English,By thing nothing.,2025-01-14,pending,F,No
56898,S01876,Arabic,Camera heart.,2025-01-07, ✔ ,F,Yes
56899,S10447,Science,Lead capital PM.,2025-02-10,❌,C,Yes
56900,S00252,Math,How baby station.,2024-10-16,✔,D, 
56901,S10214,Arabic,Allow matter.,2024-12-14,pending,B, 
56902,S00004,Science,Cut firm.,2024-12-26,✔,B-,No
56903,S03480,Math,Good process at.,01/07/2025, ✔ ,A,No
56904,S07648,Arabic,Another wife.,10/11/2024,❌,C,No
56905,S04046,Geography,Even item.,2024-09-20,✔,B-,No
56906,S12078,Science,General along series.,2025-01-23,❌,C-, 
56907,S04135,Science,Whole force.,2025-01-15, ✔ ,F,Yes
56908,S05524,Science,On nature.,2025-03-02,✔,B,No
56909,S10306,English,Not approach daughter job.,10/23/2024,✔,B-, 
56910,S06372,Arabic,Pressure resource name.,2024-11-12, ✔ ,F,No
56911,S11355,Math,Reveal several.,2024-10-30,❌,C-,Yes
56912,S09689,Geography,Most design.,2024-09-16,✔,C, 
56913,S01576,Science,Five wear long.,2024-10-05,❌,C-, 
56914,S01324,Geography,Successful.,2024-12-04,❌,B-, 
56915,S04751,Arabic,Writer lawyer something.,2025-01-24,❌,F,Yes
56916,S02238,Geography,Author break.,2024-11-24,❌,C,Yes
56917,S10771,Science,Cover recognize room.,2025-03-04,❌,A+,Yes
56918,S08772,Arabic,Order.,2025-01-15, ✔ ,A+, 
56919,S01749,Geography,Page wide somebody.,2025-03-02,pending,B-,Yes
56920,S10440,Math,Off nature hold.,2025-02-12,✔,B-,No
56921,S06332,Arabic,Star key.,2024-09-09, ✔ ,C-,Yes
56922,S00591,History,Prevent pay big.,2024-12-08,pending,C-,Yes
56923,S04553,Science,Down end western.,2024-10-24,✔,A+,No
56924,S09505,Arabic,News already perhaps.,2025-03-05,✔,B-, 
56925,S05422,Arabic,Eight much stand.,2024-12-26, ✔ ,C, 
56926,S12119,Geography,Write spend.,11/01/2024,pending,A+, 
56927,S02631,English,Defense respond.,12/10/2024, ✔ ,D, 
56928,S07678,History,Sign among exactly.,2025-02-25,❌,C-, 
56929,S07714,History,Well whatever.,03/08/2025,✔,F,No
56930,S05834,Math,One none that stay.,2025-03-08,✔,A+,No
56931,S05884,History,By only.,2024-11-20,❌,D, 
56932,S05827,Math,Still.,2025-02-27,❌,C,Yes
56933,S01277,Geography,Pressure best nature.,11/22/2024,❌,B-, 
56934,S06179,Geography,Summer Democrat often.,2024-09-17, ✔ ,A+,Yes
56935,S04108,Arabic,Discussion outside.,2025-03-04,❌,A+,Yes
56936,S04890,English,Pressure exactly.,2024-11-20,✔,C-,No
56937,S09012,Math,See nor.,01/23/2025,❌,D,No
56938,S09101,Geography,Little address.,2025-02-04,❌,B,Yes
56939,S04334,History,Page similar.,2024-10-17,❌,C-, 
56940,S03320,Geography,Newspaper close.,11/02/2024,✔,F, 
56941,S00574,Math,Old fish together.,2025-02-18,pending,F,Yes
56942,S02837,English,Current indicate.,2025-01-28,❌,F,No
56943,S00701,History,Experience knowledge.,2025-02-17,✔,B,Yes
56944,S00195,English,In western.,2024-09-19,pending,A+, 
56945,S05495,Arabic,Develop better positive.,01/15/2025,❌,B, 
56946,S09505,History,Back course.,2024-09-17, ✔ ,B-,No
56947,S11691,Arabic,Appear.,2025-02-18,❌,B,Yes
56948,S02847,Science,Money mouth.,2024-11-05,pending,A, 
56949,S03335,English,Yard example.,2024-11-06,❌,C-,No
56950,S03710,History,Experience bill inside.,2024-11-08, ✔ ,A+, 
56951,S11539,History,Positive man fine.,2024-10-03,❌,A,Yes
56952,S01660,English,Message let skill.,2025-01-03,❌,D,Yes
56953,S05292,Arabic,Woman college note.,2024-12-15,❌,C, 
56954,S05058,History,Fly.,2024-09-22, ✔ ,B-, 
56955,S00540,English,Total among quality imagine.,2024-11-05, ✔ ,C-, 
56956,S09499,Math,Apply threat.,2025-01-10,❌,B-,No
56957,S11999,Geography,Event.,2024-10-02, ✔ ,F,Yes
56958,S03283,Science,Expert itself.,2024-11-15,pending,C-,Yes
56959,S01716,Science,Truth us already.,2025-01-07,✔,F, 
56960,S02603,Arabic,System suffer fire.,2025-02-01,✔,B,Yes
56961,S05909,English,Management voice because.,2025-02-12, ✔ ,B, 
56962,S05004,History,Summer energy.,2024-10-04,❌,B-,Yes
56963,S00091,Arabic,Almost administration.,2024-09-09,✔,B-,No
56964,S01301,Math,Nearly move under.,2024-09-12,❌,A+,No
56965,S05049,English,Leader thousand kind.,2024-11-25,pending,C-,No
56966,S00480,Geography,Dog American operation land.,2024-10-17,pending,A+,No
56967,S10295,English,Third evidence.,10/18/2024,✔,D,No
56968,S07294,Math,Store.,2024-12-21, ✔ ,A,Yes
56969,S04094,History,Chair simply economic wish.,2024-11-30,pending,C, 
56970,S11898,Science,Form.,2025-02-09,pending,C-,No
56971,S04016,Geography,Half.,10/12/2024,✔,C, 
56972,S09629,History,Star especially.,2024-12-13, ✔ ,B, 
56973,S10500,Arabic,You nothing political page.,2024-11-15, ✔ ,A,Yes
56974,S07112,English,Pm so plan.,2024-10-05,✔,B-,Yes
56975,S02316,Science,Themselves traditional green.,2024-10-05, ✔ ,F, 
56976,S06872,English,Family radio my.,2024-11-15,pending,A+,Yes
56977,S06134,Math,Involve heavy speech.,2024-12-30,❌,D,Yes
56978,S08472,English,He bag.,01/08/2025,✔,A, 
56979,S09086,Geography,Yourself can.,2024-09-30,❌,B,Yes
56980,S01369,History,Value reduce car.,2024-11-20,❌,A+, 
56981,S08648,English,Event but.,2025-01-23,❌,A, 
56982,S09169,History,Probably fire continue.,2024-11-03,❌,F, 
56983,S08300,Arabic,Police cup identify.,2024-11-19,❌,F,Yes
56984,S08132,Math,Chance.,2024-09-27,✔,A,No
56985,S04888,English,Ahead necessary.,2024-12-23,❌,B, 
56986,S09804,Science,Strong picture pull.,2025-02-03,✔,A,No
56987,S10961,English,Ability in.,10/18/2024,✔,D, 
56988,S01413,Math,Half maintain.,2024-11-02,❌,A+, 
56989,S08875,Math,Record wide fact.,02/01/2025,pending,A,No
56990,S01710,Science,Suggest worry.,2025-01-02,✔,B-,No
56991,S08311,Science,Relationship news.,2024-12-05,pending,C-,Yes
56992,S07011,Math,Power yard.,2024-10-02,✔,B-,No
56993,S03117,Math,Degree.,2025-01-30,❌,F,Yes
56994,S07976,Geography,Detail personal.,10/22/2024, ✔ ,C-,No
56995,S07308,English,Determine morning similar.,2024-11-10,✔,D, 
56996,S02161,Geography,Available business less.,11/14/2024,pending,B,No
56997,S10469,Arabic,Heavy dinner.,2024-12-17, ✔ ,B, 
56998,S01376,Arabic,Institution budget old.,2024-09-16,✔,C, 
56999,S02919,Geography,Or subject.,2024-12-03, ✔ ,D,Yes
57000,S10193,Arabic,With industry.,10/10/2024,❌,D,Yes
57001,S08733,Math,Yeah seat.,2024-12-12,pending,A+,No
57002,S01849,Science,Policy.,2024-12-17,❌,D, 
57003,S04296,Arabic,Decide mean class.,2024-10-18,pending,A+,Yes
57004,S02184,History,Character.,2024-10-15,❌,B-,Yes
57005,S03544,English,Factor ready.,2025-02-11,✔,A,Yes
57006,S10860,English,Defense break.,2024-11-27,❌,B,No
57007,S05953,Math,Movement show.,2024-09-08,❌,C-, 
57008,S03217,Math,One long.,2024-10-18,✔,C, 
57009,S10274,English,Push when drive.,2024-12-06,❌,A+, 
57010,S03278,Arabic,See site.,02/24/2025,❌,C,No
57011,S02346,Math,Fish our.,2024-12-10,✔,A,No
57012,S00760,Math,Space interesting.,2025-01-13,❌,A,No
57013,S00487,Geography,View kid.,2024-11-19,pending,C-, 
57014,S00673,Science,Attorney here accept.,2024-11-17,pending,A,No
57015,S04706,Geography,Notice.,2024-10-31,pending,C-,No
57016,S07519,Science,Star nice learn.,02/07/2025,❌,F,Yes
57017,S10062,Geography,Push people.,2024-10-08,❌,B,Yes
57018,S08269,History,Would vote role.,2024-12-07,✔,C,Yes
57019,S06053,Math,Pass family.,10/25/2024,❌,C, 
57020,S04195,Arabic,Course over anyone.,2024-10-16,✔,D,Yes
57021,S05168,Geography,Finish.,2024-11-20,✔,D,Yes
57022,S00731,Arabic,Month everybody animal.,2024-10-10,pending,B-, 
57023,S08468,Science,Industry strategy example some.,01/05/2025,✔,F,No
57024,S09908,Math,Positive sell memory.,2025-01-12,pending,D,No
57025,S07034,Science,Will sea.,2024-09-30,pending,C-, 
57026,S00346,Math,Per.,2024-10-25,✔,B-,No
57027,S01764,Arabic,Political.,2025-02-20,❌,D, 
57028,S07581,History,Role candidate president spend.,01/20/2025,pending,B-,No
57029,S11385,English,Prove when main prove.,2024-12-13,✔,D, 
57030,S11699,Arabic,Others south run.,03/01/2025,pending,A,No
57031,S10222,History,Base name.,2024-12-12,❌,A+,No
57032,S11947,Geography,Dark Republican dark.,2025-01-29,pending,A,Yes
57033,S11524,Science,Picture local.,2024-10-18,✔,D, 
57034,S08461,Arabic,Lot decide behavior.,2024-10-17,❌,C,No
57035,S07612,Arabic,Teacher what because.,2024-09-19,✔,C-, 
57036,S07080,English,Save example.,2024-09-22,❌,F,No
57037,S08279,Geography,Special enjoy south.,2024-10-31,pending,D, 
57038,S05569,History,Defense price.,2024-10-07, ✔ ,C,Yes
57039,S10379,Science,Bring I drug.,2025-02-07,❌,F, 
57040,S04915,Arabic,Ground factor deep.,2024-12-14,✔,C-,No
57041,S06938,Math,Way peace player.,2024-11-27,pending,C-, 
57042,S01925,History,Action over view.,2024-10-14,pending,B-, 
57043,S07800,English,Wall stuff better.,12/22/2024,❌,A,Yes
57044,S11414,Math,Wind usually you.,2024-12-27,❌,B-,Yes
57045,S03493,Math,Development must.,2024-10-16,✔,B-, 
57046,S01101,Math,Let can.,10/01/2024, ✔ ,A,No
57047,S08795,Geography,Camera yeah focus.,2025-01-07,❌,B,No
57048,S05253,Geography,Surface there almost.,12/09/2024,✔,C,No
57049,S04332,Arabic,North.,2025-03-05,✔,A, 
57050,S01703,Arabic,Less five including.,2025-02-07,pending,A+, 
57051,S01536,History,Reach join require.,2024-09-28,❌,B-,No
57052,S06435,Arabic,Lay or.,10/03/2024,✔,D,Yes
57053,S10973,Arabic,Friend brother single lose.,2025-02-18, ✔ ,A,Yes
57054,S09620,Science,Article agree onto.,2024-10-05,❌,D,Yes
57055,S01108,History,Letter gun scene.,12/21/2024,❌,C,No
57056,S04251,Geography,Understand level.,2025-02-22,✔,B,No
57057,S07760,History,Own challenge save.,2024-11-01, ✔ ,C-, 
57058,S08540,English,Help speech suffer fly.,2024-10-29,✔,C, 
57059,S11783,Geography,Southern few late.,2025-02-16,✔,B, 
57060,S05235,English,Thousand continue instead.,2025-02-22,❌,C,No
57061,S07894,Science,Level.,10/03/2024,✔,C,No
57062,S04730,Geography,Evening both factor.,2024-10-21,pending,C, 
57063,S04580,English,Stage probably.,2025-02-15,pending,A+,No
57064,S06586,Arabic,Election although instead.,2024-10-01,pending,D,No
57065,S01433,Geography,Nice interesting mission.,2024-11-24,pending,F, 
57066,S02615,English,Represent visit nothing.,2024-11-20,❌,D, 
57067,S09304,English,Democrat newspaper.,01/07/2025,❌,B,No
57068,S01800,History,Kid push.,2024-10-04, ✔ ,A+,No
57069,S07426,English,Especially begin beat people.,2024-09-26,❌,A,No
57070,S05028,Geography,Summer seek.,2024-12-10,❌,F, 
57071,S00471,Geography,Help everything.,2024-12-06,❌,F,No
57072,S11393,Geography,Way.,09/25/2024,✔,B-,Yes
57073,S11400,Science,Blue dream.,2025-01-06,✔,F,Yes
57074,S04156,Math,Indeed effort real.,2024-11-06,✔,B, 
57075,S01686,History,Month rest available.,2024-12-07,❌,A+,Yes
57076,S11287,Arabic,Take week before.,2024-10-07,❌,C, 
57077,S05980,Math,Rate picture sure.,2025-01-19,✔,C,No
57078,S11262,Math,Second mention message.,2024-12-13,✔,B-, 
57079,S05716,Geography,Newspaper environmental cultural.,12/26/2024,✔,C,No
57080,S00369,History,Interest my.,09/23/2024,✔,B,No
57081,S01339,Math,Adult.,2025-02-02, ✔ ,C,Yes
57082,S02190,Geography,Including daughter a public.,2024-11-17,pending,B, 
57083,S11834,Geography,Compare argue impact.,10/30/2024,pending,C,No
57084,S11715,Science,Born scene seven.,2025-03-02,❌,A+,Yes
57085,S10426,Arabic,Goal everyone.,09/17/2024,✔,C-,Yes
57086,S00784,Arabic,Interesting development indeed I.,2025-02-28, ✔ ,C-, 
57087,S11920,Arabic,Hospital she.,2025-01-18,❌,B-,No
57088,S01727,Geography,Task instead doctor.,09/12/2024,pending,C,Yes
57089,S07443,History,Shoulder break.,02/20/2025,❌,A+,Yes
57090,S11764,Math,Red operation throughout.,2024-10-25,✔,C-,Yes
57091,S11609,History,Clearly story.,2024-09-23,✔,F,Yes
57092,S03795,English,Purpose.,2025-02-04,✔,C-,Yes
57093,S09221,Math,Attention he they race.,2024-10-04,✔,D,Yes
57094,S00871,Arabic,Positive one eat.,2024-12-18, ✔ ,A+,Yes
57095,S09358,Geography,Wrong poor plan.,2025-01-29,✔,B-,Yes
57096,S11360,English,According.,2024-12-15,pending,D,Yes
57097,S07814,Arabic,Identify not employee learn.,11/01/2024,pending,A,Yes
57098,S10517,Geography,Discussion movie foreign.,2025-01-17,✔,A+,No
57099,S08082,Math,Table another.,03/01/2025,✔,D,No
57100,S10656,English,Live.,09/17/2024,pending,A+,No
57101,S10108,Science,Most material.,2024-09-20,pending,B, 
57102,S11482,History,Certain cell.,01/21/2025,❌,B,Yes
57103,S06334,History,Half past.,2024-12-14,❌,B-,Yes
57104,S09644,Math,For.,2024-09-28,✔,F,No
57105,S10071,English,Father range.,2025-03-09,✔,F,Yes
57106,S10598,History,Name still.,2024-09-30, ✔ ,A, 
57107,S10477,History,Break message.,2025-03-03,✔,F,No
57108,S05005,Science,Security wife.,2025-01-04,❌,D, 
57109,S06376,Arabic,Industry question from.,2024-11-22, ✔ ,C,Yes
57110,S07037,History,Box nothing.,2024-11-06,✔,A, 
57111,S00500,Geography,Expert necessary.,2024-11-18,❌,C-,Yes
57112,S11606,English,Similar then nothing you.,2024-12-25,❌,B,No
57113,S02204,Geography,Interesting reveal our.,09/28/2024,❌,F, 
57114,S00340,English,Attack source.,2024-11-08, ✔ ,A, 
57115,S01102,English,Result stock.,2025-01-26,✔,A+,Yes
57116,S05358,Arabic,Ago center sit.,01/12/2025, ✔ ,C-,Yes
57117,S04137,Geography,Conference.,2024-11-27,❌,B-, 
57118,S06250,Math,Firm home yes.,2024-09-21, ✔ ,B,Yes
57119,S01836,History,Resource.,2025-01-11,❌,B-,Yes
57120,S02213,Geography,Experience end.,2025-01-21, ✔ ,F, 
57121,S05453,Geography,East general.,2024-11-09,✔,A, 
57122,S05075,Arabic,Respond remain.,2024-11-25,✔,C,Yes
57123,S02099,Science,Bit business production.,2024-12-30, ✔ ,A+,No
57124,S02137,Science,Later follow.,2024-12-15,✔,C-, 
57125,S04844,English,Need study.,12/28/2024,pending,D,Yes
57126,S08164,English,Long night board.,2025-02-04,✔,C, 
57127,S03913,Arabic,Enough down Mr.,2025-02-01,✔,C-,Yes
57128,S11808,History,Toward wear call keep.,2024-11-10,pending,C-,No
57129,S06207,Geography,Onto strong.,2024-11-07,❌,C,Yes
57130,S06397,History,Thing charge sit.,02/17/2025,❌,A,Yes
57131,S08866,English,Road traditional.,01/27/2025,✔,A,Yes
57132,S08017,Geography,Answer week over visit.,2025-03-02,✔,C,No
57133,S01548,Math,Sometimes mission near.,2025-01-11,✔,D,Yes
57134,S11190,English,Himself.,2025-01-11, ✔ ,A,Yes
57135,S08502,Geography,Early concern opportunity.,02/09/2025,✔,A,No
57136,S08420,Arabic,Room soon shoulder reason.,10/06/2024,✔,C-,Yes
57137,S02391,English,Help provide pressure.,01/06/2025,pending,D,Yes
57138,S00941,History,Raise wind write.,2025-02-10,❌,D,No
57139,S07857,History,Line base.,12/27/2024,❌,D,No
57140,S06068,English,Group I.,10/06/2024,❌,D, 
57141,S01284,Science,May position.,2024-12-16,❌,D, 
57142,S02144,History,Cold throw road.,2025-02-09,✔,F,Yes
57143,S11116,English,Assume long factor young.,2024-09-27,pending,D,No
57144,S04624,Geography,Table every.,2025-02-26, ✔ ,B, 
57145,S06625,Arabic,Month quite pay clear.,2024-12-18,✔,B,No
57146,S02139,History,Article car person.,10/11/2024, ✔ ,C,No
57147,S09867,Arabic,Example few baby.,2024-10-11,❌,A+,No
57148,S09485,Geography,Bed sea.,2024-10-16,❌,B-,Yes
57149,S03058,English,Almost another decade.,2025-02-21,✔,C-,Yes
57150,S07444,History,Hundred nation decision.,2025-03-02,pending,F,No
57151,S09391,Geography,Set create hold.,2024-12-22,❌,B-,Yes
57152,S10013,Arabic,Bring form little.,2025-02-02,✔,A,No
57153,S04066,Arabic,National might.,2025-02-10,✔,A, 
